Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000126091,ST3GAL3,9,-1.7055,27,0.00296,34,0.36701,20,-0.4647,33,0.71535
ENSG00000117408,IPO13,122,0.90861,51,-0.6099,43,-0.8613,79,0.08625,68,-0.2861
ENSG00000117410,ATP6V0B,189,-1.0820,145,-1.4019,304,-0.2804,193,-0.9783,495,1.27738
ENSG00000117411,B4GALT2,33,-1.3332,103,0.52922,70,-0.0876,116,0.72517,77,0.11401
ENSG00000159214,CCDC24,7,-1.2150,23,0.75817,23,0.71288,6,-1.3828,16,0.26335
ENSG00000178028,DMAP1,43,-0.7470,37,-0.9132,55,-0.3139,81,0.30374,80,0.61945
ENSG00000117419,ERI3,54,-1.6035,95,-0.6452,114,-0.3651,138,-0.0619,188,1.04485
ENSG00000187147,RNF220,137,0.34120,83,-0.4897,125,0.15786,69,-0.7623,116,0.07206
ENSG00000142937,RPS8,1940,0.29275,1662,0.01343,757,-1.1985,2396,0.60703,1572,-0.1451
ENSG00000070785,EIF2B3,24,-0.5985,29,-0.2545,29,-0.2916,13,-1.4543,44,0.85068
ENSG00000126107,HECTD3,17,0.60077,4,-1.6457,14,0.26739,5,-1.1550,12,0.12337
ENSG00000126088,UROD,49,-0.9956,66,-0.4798,53,-0.8068,105,0.24941,110,0.77504
ENSG00000117450,PRDX1,197,-0.4580,167,-0.6721,115,-1.2325,540,1.23257,270,0.14718
ENSG00000117448,AKR1A1,41,-0.4296,33,-0.7358,19,-1.5137,53,0.00037,66,0.80435
ENSG00000132780,NASP,264,2.24133,88,-0.0995,63,-0.6179,41,-1.2718,51,-1.4763
ENSG00000159592,GPBP1L1,45,1.11101,18,-0.5201,30,0.29574,30,0.27545,18,-0.8890
ENSG00000086015,MAST2,12,-1.1747,19,-0.3565,23,-0.0875,27,0.12557,29,0.65268
ENSG00000117461,PIK3R3,12,-0.5169,25,0.70955,36,1.28692,17,0.11314,13,-0.6621
ENSG00000085998,POMGNT1,70,0.64296,14,-1.8617,30,-0.7782,50,0.00693,52,0.13893
ENSG00000132128,LRRC41,28,-0.1264,24,-0.3957,40,0.42905,29,-0.0864,31,0.05847
ENSG00000173660,UQCRH,124,-2.4606,358,-0.7610,224,-1.4692,539,-0.1275,844,1.62039
ENSG00000117481,NSUN4,23,1.12002,17,0.45719,21,0.80304,3,-2.1045,9,-0.9551
ENSG00000117480,FAAH,73,0.99882,1,-4.6792,42,-0.0447,22,-0.9909,43,0.03995
ENSG00000282881,TMEM275,3,-2.2738,8,-0.7455,7,-0.8775,17,0.32765,18,1.22102
ENSG00000079277,MKNK1,30,0.64879,32,0.69073,24,0.20602,24,0.20691,15,-0.8736
ENSG00000123472,ATPAF1,53,-1.0381,99,0.00892,84,-0.2520,94,-0.0725,117,0.60873
ENSG00000159658,EFCAB14,152,2.04053,61,0.08360,36,-0.7082,90,0.71661,24,-2.0244
ENSG00000186377,CYP4X1,4,-1.9353,7,-0.9571,13,-0.0750,7,-0.9697,19,1.40646
ENSG00000162368,CMPK1,92,-0.1364,119,0.28042,99,-0.0174,93,-0.1072,100,0.01870
ENSG00000162373,BEND5,7,-2.4287,28,-0.2295,35,0.13843,24,-0.4513,43,1.06014
ENSG00000162374,ELAVL4,37,-1.9829,93,-0.4696,405,2.04188,53,-1.3252,127,0.02281
ENSG00000185104,FAF1,35,-0.0538,12,-1.6707,37,0.02714,42,0.23202,40,0.29574
ENSG00000123091,RNF11,144,-1.2370,304,-0.0038,476,0.72464,179,-0.8210,351,0.49102
ENSG00000085832,EPS15,129,0.18804,88,-0.4320,141,0.30534,86,-0.4732,118,0.03698
ENSG00000117859,OSBPL9,41,1.28053,16,-0.3786,13,-0.7478,24,0.21127,16,-0.7403
ENSG00000078618,NRDC,175,0.51551,123,-0.1110,157,0.27226,80,-0.7802,124,-0.1972
ENSG00000169213,RAB3B,106,0.14425,95,-0.0417,209,1.26801,42,-1.2699,86,-0.3763
ENSG00000117862,TXNDC12,19,-0.4563,24,-0.0708,17,-0.5366,24,-0.0346,28,0.44477
ENSG00000134717,BTF3L4,26,-1.1458,25,-1.0934,53,0.04234,17,-1.6968,71,1.25110
ENSG00000157077,ZFYVE9,18,-0.8472,29,-0.0714,40,0.44906,21,-0.5492,35,0.43757
ENSG00000134748,PRPF38A,94,1.83641,46,0.29340,33,-0.2365,30,-0.3604,21,-1.5001
ENSG00000134744,TUT4,256,2.60498,120,0.64007,83,0.05675,20,-2.0964,25,-2.5172
ENSG00000162377,COA7,23,-0.0104,11,-1.1429,55,1.43998,6,-2.0284,23,-0.0398
ENSG00000162378,ZYG11B,64,-0.6678,94,-0.0233,226,1.45669,36,-1.4760,94,-0.0453
ENSG00000121310,ECHDC2,25,0.41684,32,0.80859,19,-0.0022,28,0.56841,14,-0.8345
ENSG00000116171,SCP2,72,0.02758,35,-1.0754,61,-0.2344,106,0.64124,73,0.06586
ENSG00000162384,CZIB,33,-0.8978,27,-1.1163,13,-2.2344,100,0.90380,70,0.76476
ENSG00000162385,MAGOH,19,-0.7496,6,-2.2312,18,-0.7781,22,-0.4933,41,1.25340
ENSG00000157193,LRP8,9,-1.7482,43,0.63807,61,1.23888,29,0.01426,27,-0.1440
ENSG00000058799,YIPF1,5,-1.5240,13,-0.0390,16,0.18953,8,-0.8779,18,0.86174
ENSG00000081870,HSPB11,24,-1.0618,9,-2.4066,15,-1.7050,64,0.55443,61,1.15345
ENSG00000116209,TMEM59,228,0.49256,67,-1.4649,86,-1.0823,164,-0.0885,190,0.29669
ENSG00000116221,MRPL37,16,-2.0813,47,-0.3559,61,0.03619,48,-0.3355,78,1.03719
ENSG00000157216,SSBP3,114,-1.0931,245,0.16999,375,0.87009,166,-0.4480,235,0.21272
ENSG00000243725,TTC4,14,-0.1271,10,-0.5903,12,-0.3198,21,0.52309,16,0.13665
ENSG00000116133,DHCR24,248,0.91197,20,-3.0177,207,0.48495,53,-1.6028,151,-0.0415
ENSG00000162402,USP24,37,1.01519,28,0.42598,20,-0.0926,21,-0.0679,16,-0.8552
ENSG00000162407,PLPP3,105,1.17525,150,1.63918,29,-1.0491,133,1.42205,18,-2.5413
ENSG00000162409,PRKAA2,12,-1.5891,50,0.64512,103,1.94218,23,-0.5650,28,-0.5230
ENSG00000162601,MYSM1,70,1.33200,35,-0.0295,56,0.74760,16,-1.2085,24,-1.0508
ENSG00000177606,JUN,132,0.95572,86,0.12974,94,0.26252,138,0.89887,49,-1.2462
ENSG00000134709,HOOK1,10,-1.5242,29,0.24505,78,1.97078,9,-1.4484,23,-0.2319
ENSG00000162599,NFIA,385,2.11100,176,0.33426,167,0.25479,182,0.39629,45,-2.4966
ENSG00000162604,TM2D1,39,-0.2067,16,-1.5384,39,-0.1931,33,-0.4259,53,0.66537
ENSG00000162607,USP1,140,2.03628,44,-0.2970,49,-0.1149,31,-0.8293,30,-1.4169
ENSG00000116641,DOCK7,19,-0.1182,22,0.09553,31,0.62980,18,-0.2128,20,-0.1469
ENSG00000125703,ATG4C,74,2.71898,13,-0.7939,14,-0.7550,6,-1.8651,11,-1.7067
ENSG00000079739,PGM1,6,-2.5532,53,0.82853,26,-0.3259,52,0.79963,34,0.26548
ENSG00000162434,JAK1,68,0.39976,83,0.68860,62,0.21208,64,0.26359,42,-0.7080
ENSG00000162433,AK4,12,-1.9614,77,0.94528,90,1.20374,40,-0.1070,41,-0.1915
ENSG00000116675,DNAJC6,196,-0.2792,162,-0.5499,442,1.07704,75,-1.6989,244,0.18602
ENSG00000213625,LEPROT,39,0.69463,28,0.10967,29,0.13726,74,1.75603,14,-1.5792
ENSG00000184588,PDE4B,81,1.84103,21,-0.7117,27,-0.3173,25,-0.4456,21,-1.1150
ENSG00000118473,SGIP1,73,-0.4407,105,0.16015,158,0.83004,64,-0.5977,95,0.00247
ENSG00000198160,MIER1,95,1.46063,80,0.91894,66,0.59795,30,-0.6515,22,-1.6967
ENSG00000142864,SERBP1,312,0.96288,236,0.36872,201,0.10752,144,-0.4148,143,-0.7502
ENSG00000116717,GADD45A,16,-0.7815,19,-0.4419,20,-0.3726,49,1.05257,27,0.16403
ENSG00000116729,WLS,21,-1.1427,57,0.49920,41,-0.0292,83,1.11451,40,-0.1620
ENSG00000033122,LRRC7,33,-0.4529,46,0.11802,87,1.16991,29,-0.5971,40,-0.1663
ENSG00000066557,LRRC40,7,-1.1736,10,-0.6702,21,0.48493,10,-0.5834,19,0.73177
ENSG00000116754,SRSF11,677,2.13156,227,-0.1495,297,0.28039,183,-0.4857,113,-1.8557
ENSG00000118454,ANKRD13C,30,0.17578,13,-1.0877,30,0.13910,15,-0.8868,30,0.34548
ENSG00000132485,ZRANB2,304,1.11482,173,0.02992,271,0.75742,85,-1.0748,122,-0.8929
ENSG00000172260,NEGR1,95,-1.2267,160,-0.3413,457,1.39284,99,-1.0763,215,0.24342
ENSG00000178965,ERICH3,32,-1.4346,111,0.56778,239,1.94248,19,-2.0848,70,-0.2961
ENSG00000116791,CRYZ,7,-1.2685,9,-0.8531,13,-0.2773,8,-0.9376,21,1.22548
ENSG00000162623,TYW3,45,0.27781,40,0.06363,58,0.66092,35,-0.1586,33,-0.4108
ENSG00000117054,ACADM,36,-0.2135,66,0.77539,25,-0.7570,47,0.22562,40,-0.0753
ENSG00000137955,RABGGTB,41,0.10954,18,-1.1612,23,-0.7816,23,-0.8134,47,0.66187
ENSG00000117069,ST6GALNAC5,1,-4.9221,18,-0.4843,79,1.96384,0,-5.7113,30,0.58887
ENSG00000142892,PIGK,42,0.65813,12,-1.3684,20,-0.6104,20,-0.5557,31,0.19028
ENSG00000154027,AK5,150,-0.9771,141,-0.9949,371,0.51925,160,-0.8002,331,0.76599
ENSG00000036549,AC118549.1,44,1.41489,18,-0.2236,34,0.74792,12,-0.8137,13,-1.1470
ENSG00000077254,USP33,72,0.05007,51,-0.5058,118,0.84488,36,-1.0388,71,0.01771
ENSG00000180488,MIGA1,170,1.07418,45,-1.1689,222,1.39414,50,-1.0100,68,-0.9495
ENSG00000162613,FUBP1,70,0.71652,32,-0.5982,71,0.64672,30,-0.7154,42,-0.3913
ENSG00000162616,DNAJB4,19,-0.3702,19,-0.3584,38,0.73998,22,-0.1131,24,0.04510
ENSG00000137959,IFI44L,69,2.93965,22,0.20585,15,-0.3567,29,0.65340,2,-4.2863
ENSG00000117114,ADGRL2,9,-0.8666,14,-0.2601,24,0.64323,6,-1.4983,19,0.59867
ENSG00000137941,TTLL7,993,2.67151,202,-0.6537,420,0.50234,74,-2.1593,117,-2.1901
ENSG00000142875,PRKACB,214,-0.3328,138,-0.9733,405,0.72527,122,-1.1532,293,0.42285
ENSG00000117133,RPF1,31,-0.2046,29,-0.3021,30,-0.2533,28,-0.3332,39,0.39675
ENSG00000174021,GNG5,34,0.04692,26,-0.3695,14,-1.2431,115,2.17595,24,-0.9103
ENSG00000117155,SSX2IP,38,-1.1871,104,0.47084,193,1.54293,22,-1.8795,76,-0.0475
ENSG00000162642,C1orf52,31,-0.7945,30,-0.7535,68,0.49788,25,-1.0576,60,0.69943
ENSG00000153904,DDAH1,58,-1.7108,177,0.09956,205,0.34008,206,0.34742,187,0.40921
ENSG00000117174,ZNHIT6,99,1.56961,57,0.38144,81,0.97515,42,-0.1058,19,-1.9419
ENSG00000122417,ODF2L,112,0.97412,84,0.36547,111,0.83160,29,-1.2520,47,-0.9046
ENSG00000097033,SH3GLB1,107,1.84435,26,-0.7896,38,-0.2177,64,0.63452,23,-1.5693
ENSG00000183291,SELENOF,78,0.11481,29,-1.4036,60,-0.3177,69,-0.0864,82,0.37787
ENSG00000153936,HS2ST1,8,-1.7204,47,1.14649,32,0.50745,18,-0.4083,24,0.09101
ENSG00000143013,LMO4,178,-2.3284,1098,0.58339,2020,1.65656,213,-1.9435,789,0.09826
ENSG00000065243,PKN2,105,2.99573,34,0.21136,27,-0.1554,1,-4.6017,9,-2.5462
ENSG00000137947,GTF2B,14,-0.6568,7,-1.4971,12,-0.7902,15,-0.4972,27,1.10980
ENSG00000137944,KYAT3,19,-0.6422,11,-1.4168,16,-0.8796,22,-0.3405,36,1.06059
ENSG00000213516,RBMXL1,45,1.65648,31,0.77111,12,-0.6992,30,0.66704,9,-1.8694
ENSG00000197147,LRRC8B,69,0.02443,51,-0.4496,202,1.86061,27,-1.3921,56,-0.5857
ENSG00000171492,LRRC8D,71,1.96091,2,-3.7978,23,-0.2980,13,-1.1154,21,-0.7900
ENSG00000162664,ZNF326,242,2.49280,84,0.10551,71,-0.1639,47,-0.7871,30,-2.1707
ENSG00000233593,LINC02609,21,-0.1795,17,-0.5496,28,0.23963,8,-1.5314,28,0.52325
ENSG00000122482,ZNF644,169,2.36444,71,0.33280,71,0.34759,10,-2.6333,23,-2.0411
ENSG00000172031,EPHX4,1,-4.2271,18,-0.2627,11,-1.0602,18,-0.2846,31,1.64592
ENSG00000189195,BTBD8,179,-0.0352,298,0.79389,363,1.13247,54,-1.8495,157,-0.4524
ENSG00000174842,GLMN,6,-1.4749,16,0.16325,16,0.14391,16,0.16529,17,0.47356
ENSG00000122484,RPAP2,136,1.59674,102,0.83085,117,1.07404,22,-1.5234,27,-1.9300
ENSG00000067208,EVI5,155,1.98555,138,1.39753,64,0.10980,16,-1.9865,22,-2.2506
ENSG00000122406,RPL5,768,0.14550,530,-0.4526,294,-1.3496,1034,0.61411,732,0.10891
ENSG00000154511,DIPK1A,22,0.25480,20,0.10163,15,-0.3321,7,-1.4644,21,0.23205
ENSG00000143033,MTF2,42,1.03310,32,0.45402,52,1.28225,7,-1.8094,15,-1.1972
ENSG00000117500,TMED5,28,0.54598,3,-2.5433,22,0.08125,12,-0.8248,22,0.25643
ENSG00000223745,CCDC18-AS1,69,2.90420,23,0.25169,21,0.09670,11,-0.8723,4,-3.1287
ENSG00000117505,DR1,32,-0.2910,28,-0.4993,42,0.16529,62,0.77622,37,-0.0713
ENSG00000137942,FNBP1L,28,0.49564,34,0.79491,43,1.17072,8,-1.4795,15,-0.8768
ENSG00000067334,DNTTIP2,113,0.47799,133,0.68741,88,0.02183,64,-0.4731,74,-0.4620
ENSG00000023909,GCLM,22,-0.0796,19,-0.3417,60,1.60399,21,-0.1664,19,-0.6215
ENSG00000117528,ABCD3,66,1.31119,22,-0.6225,44,0.43805,28,-0.2981,24,-0.9141
ENSG00000117525,F3,12,-0.9101,39,0.94550,4,-2.3929,91,2.59122,13,-1.2324
ENSG00000117519,CNN3,50,-0.1844,67,0.31585,26,-1.1549,205,2.33591,35,-1.1734
ENSG00000172339,ALG14,16,0.31901,14,0.08288,11,-0.2841,0,-5.1569,15,0.37318
ENSG00000152078,TLCD4,23,-0.1314,34,0.49875,51,1.18250,13,-1.0097,22,-0.4060
ENSG00000228971,LINC02607,4,-3.1405,23,-0.4543,39,0.37629,12,-1.3752,43,1.36374
ENSG00000117569,PTBP2,51,0.28189,16,-1.4767,57,0.42190,25,-0.8856,47,0.22112
ENSG00000117598,PLPPR5,7,-1.7707,19,-0.2090,21,-0.0300,14,-0.7009,28,1.04337
ENSG00000117600,PLPPR4,22,-2.0075,49,-0.7508,188,1.45545,26,-1.6668,94,0.60337
ENSG00000162688,AGL,32,0.44121,41,0.77112,28,0.13716,24,-0.0781,20,-0.6295
ENSG00000117620,SLC35A3,47,1.87590,3,-2.4777,26,0.51242,5,-1.8344,13,-0.9630
ENSG00000156875,MFSD14A,31,0.43236,7,-1.7768,35,0.58876,37,0.67002,21,-0.4193
ENSG00000122435,TRMT13,63,3.41547,8,-1.0491,18,0.18759,5,-1.8074,3,-3.1303
ENSG00000137992,DBT,63,0.74834,65,0.70088,97,1.38280,20,-1.1558,26,-1.2292
ENSG00000224616,RTCA-AS1,52,2.18471,15,-0.2975,24,0.38828,6,-1.7340,9,-1.6451
ENSG00000137996,RTCA,19,-1.0504,9,-1.9796,24,-0.6167,25,-0.5164,49,1.33592
ENSG00000162694,EXTL2,29,0.37679,19,-0.3463,56,1.44781,2,-3.5430,21,-0.3766
ENSG00000118733,OLFM3,6,-3.0497,24,-0.8221,78,1.01658,15,-1.5255,55,1.08879
ENSG00000185946,RNPC3,276,2.28552,140,0.60121,139,0.59082,51,-0.9749,29,-2.5613
ENSG00000162636,FAM102B,10,-2.2063,41,0.07958,64,0.78066,26,-0.6119,47,0.63302
ENSG00000162639,HENMT1,6,-1.4148,13,-0.2541,19,0.26698,11,-0.5696,19,0.79257
ENSG00000134186,PRPF38B,290,2.62743,73,-0.3460,89,-0.0288,86,-0.0840,28,-2.5204
ENSG00000116266,STXBP3,108,1.53522,37,-0.4761,45,-0.1773,44,-0.1892,35,-0.9736
ENSG00000121957,GPSM2,106,3.08509,30,0.06621,17,-0.7900,11,-1.4130,8,-2.6458
ENSG00000121940,CLCC1,32,0.99381,2,-3.3174,6,-1.7243,4,-2.0715,21,0.50897
ENSG00000085433,WDR47,29,-1.6951,32,-1.4432,154,1.01859,45,-0.9494,104,0.84177
ENSG00000197780,TAF13,90,0.57035,73,0.17163,79,0.29859,33,-1.0420,60,-0.2928
ENSG00000215717,TMEM167B,46,0.62939,11,-1.5826,29,-0.2038,33,0.03153,32,-0.0360
ENSG00000116299,KIAA1324,18,0.16205,7,-1.3258,39,1.44408,1,-3.2949,16,-0.0402
ENSG00000031698,SARS,168,-0.8388,144,-1.0086,241,-0.2235,154,-0.9092,363,1.04767
ENSG00000143126,CELSR2,83,0.03081,54,-0.6346,134,0.79927,39,-1.1296,85,0.09975
ENSG00000134222,PSRC1,34,0.25908,8,-1.8688,28,-0.0659,40,0.46607,30,0.05395
ENSG00000134243,SORT1,289,1.04779,82,-1.0836,199,0.28654,95,-0.8589,146,-0.3832
ENSG00000143106,PSMA5,34,-1.1836,32,-1.2071,40,-0.8707,57,-0.3207,96,1.27154
ENSG00000181754,AMIGO1,11,-1.5782,8,-2.0281,33,0.14562,13,-1.2438,43,1.45333
ENSG00000116337,AMPD2,19,-2.0042,90,0.44739,87,0.38619,42,-0.7294,82,0.66217
ENSG00000168765,GSTM4,13,-1.2379,9,-1.6666,10,-1.4720,37,0.45582,37,1.15694
ENSG00000134201,GSTM5,5,-3.1529,97,1.57743,13,-1.6298,139,2.28971,27,-0.9321
ENSG00000134202,GSTM3,34,-1.7790,132,0.40530,73,-0.5344,204,1.13791,109,0.18654
ENSG00000168710,AHCYL1,263,-0.1798,558,1.06988,267,-0.1393,758,1.62401,184,-1.1965
ENSG00000143093,STRIP1,12,-1.3220,16,-0.8134,46,0.85329,31,0.24940,30,0.35370
ENSG00000197106,SLC6A17,34,-1.6293,77,-0.2975,143,0.68039,36,-1.4702,118,0.85626
ENSG00000116396,KCNC4,4,-3.1261,49,0.51492,51,0.59208,24,-0.5836,42,0.67210
ENSG00000134248,LAMTOR5,85,-1.1659,87,-1.0443,62,-1.5345,171,-0.0004,232,1.24141
ENSG00000177301,KCNA2,19,-1.1353,29,-0.4278,76,1.11115,22,-0.8648,43,0.37770
ENSG00000121931,LRIF1,38,0.73100,27,0.08303,39,0.70128,7,-1.7962,22,-0.4541
ENSG00000134255,CEPT1,30,0.86586,11,-0.7403,31,0.83576,15,-0.3548,15,-0.6620
ENSG00000116455,WDR77,7,-1.2476,10,-0.6352,21,0.53067,17,0.15701,17,0.48868
ENSG00000116459,ATP5PB,85,-1.3134,91,-1.1172,134,-0.5334,172,-0.1407,251,1.14331
ENSG00000116473,RAP1A,136,1.96146,33,-0.7262,26,-1.0763,39,-0.4816,35,-1.0497
ENSG00000197852,INKA2,6,-2.4485,53,0.92014,65,1.29387,32,0.08346,28,-0.2107
ENSG00000171385,KCND3,32,-1.3821,104,0.52172,205,1.70913,27,-1.5683,71,-0.1655
ENSG00000143079,CTTNBP2NL,34,1.33367,23,0.46127,29,0.84497,18,0.06135,8,-1.6745
ENSG00000116489,CAPZA1,45,0.19671,30,-0.4166,35,-0.2181,38,-0.0781,41,0.09441
ENSG00000155366,RHOC,55,-0.1601,50,-0.2837,39,-0.6833,178,1.87016,47,-0.6586
ENSG00000155380,SLC16A1,55,2.94988,1,-3.6617,12,-0.3713,20,0.41752,4,-2.5443
ENSG00000226419,SLC16A1-AS1,45,2.29499,26,0.87320,14,-0.1390,8,-1.0241,5,-2.3232
ENSG00000081026,MAGI3,42,0.34060,76,1.32247,83,1.48311,3,-3.6047,22,-1.1326
ENSG00000116793,PHTF1,14,-0.3796,17,-0.0887,28,0.66239,7,-1.3308,20,0.28165
ENSG00000081019,RSBN1,33,0.19812,26,-0.1746,63,1.25804,29,-0.0265,23,-0.6516
ENSG00000134262,AP4B1,25,0.48240,9,-1.0582,15,-0.2907,7,-1.4571,21,0.36147
ENSG00000163349,HIPK1,29,-0.0626,41,0.50845,24,-0.3284,50,0.81309,26,-0.3969
ENSG00000197323,TRIM33,108,1.04165,50,-0.3420,114,0.99031,42,-0.6088,44,-0.9343
ENSG00000116752,BCAS2,49,-0.6991,50,-0.6307,70,-0.1045,33,-1.2384,95,0.91279
ENSG00000213281,NRAS,23,0.44238,4,-2.1810,28,0.68588,20,0.14174,17,-0.2136
ENSG00000009307,CSDE1,353,0.32847,206,-0.5585,335,0.20788,220,-0.4558,295,0.00760
ENSG00000163393,SLC22A15,35,1.93345,14,0.11584,11,-0.3094,12,-0.1189,7,-1.5961
ENSG00000163399,ATP1A1,129,-1.8560,147,-1.5531,291,-0.5204,222,-0.9386,593,1.68745
ENSG00000198162,MAN1A2,712,0.76560,1180,1.55560,488,0.05168,446,-0.0880,276,-1.3590
ENSG00000092621,PHGDH,144,0.95353,64,-0.4735,20,-2.1991,286,2.09118,49,-1.4049
ENSG00000265808,SEC22B,48,0.06941,35,-0.4380,35,-0.4283,30,-0.6480,52,0.40062
ENSG00000226067,LINC00623,21,-0.5414,31,0.06878,17,-0.8174,45,0.66920,31,0.21279
ENSG00000171943,SRGAP2C,131,2.22630,30,-0.6551,61,0.44179,35,-0.4322,20,-1.9106
ENSG00000232527,LINC02802,5,-2.8253,9,-1.8984,23,-0.4671,15,-1.0569,48,2.02613
ENSG00000196369,SRGAP2B,80,1.62858,48,0.46528,67,1.03728,16,-1.2180,17,-1.7727
ENSG00000162825,NBPF20,33,1.52074,38,1.52584,39,1.54296,5,-1.6695,3,-2.9935
ENSG00000265491,RNF115,75,0.86595,42,-0.1790,80,0.85690,38,-0.3241,35,-0.8283
ENSG00000186141,POLR3C,17,-0.2745,19,-0.0647,10,-1.0324,16,-0.3433,24,0.55366
ENSG00000131788,PIAS3,12,-0.1873,2,-2.3593,12,-0.1365,25,1.06474,13,0.09201
ENSG00000198483,ANKRD35,9,-1.1579,36,0.98053,16,-0.2728,48,1.50136,16,-0.5668
ENSG00000131779,PEX11B,14,-1.0040,9,-1.5014,32,0.36132,12,-1.0983,33,1.01251
ENSG00000265241,RBM8A,130,0.19197,132,0.20054,113,-0.0401,123,0.08492,109,-0.2056
ENSG00000272031,ANKRD34A,2,-3.4760,11,-0.9757,11,-0.9851,9,-1.3493,34,2.19667
ENSG00000121851,POLR3GL,54,0.40262,70,0.79949,29,-0.6066,56,0.43896,35,-0.5893
ENSG00000265972,TXNIP,150,2.41172,19,-1.4792,22,-1.2646,174,2.19029,6,-3.9895
ENSG00000268043,NBPF12,62,2.36012,27,0.39625,17,-0.2627,19,-0.1450,7,-2.3464
ENSG00000131791,PRKAB2,17,0.14241,13,-0.3225,25,0.73033,14,-0.1425,15,-0.2421
ENSG00000178104,PDE4DIP,193,0.10388,264,0.60312,200,0.15170,212,0.24017,157,-0.4378
ENSG00000274265,AC245297.3,68,2.05437,15,-0.8131,19,-0.4131,49,1.07126,10,-2.0666
ENSG00000272755,AC245297.2,50,3.27708,0,-4.3470,4,-1.7781,22,0.86614,3,-3.0101
ENSG00000178096,BOLA1,4,-2.0773,17,0.05012,3,-2.2311,14,-0.2760,24,1.39216
ENSG00000159164,SV2A,108,-1.1875,174,-0.3815,443,1.14293,78,-1.5952,255,0.48561
ENSG00000143368,SF3B4,10,-1.0859,17,-0.2310,5,-1.8874,23,0.29599,25,0.89844
ENSG00000264522,OTUD7B,130,3.19038,22,-0.6904,21,-0.7781,26,-0.4703,9,-2.7720
ENSG00000136631,VPS45,18,-0.5743,27,0.04601,33,0.36572,16,-0.7430,29,0.35832
ENSG00000023902,PLEKHO1,33,-1.1766,104,0.72092,59,-0.1860,89,0.45775,70,0.12851
ENSG00000143401,ANP32E,118,0.40531,181,1.08547,147,0.72184,105,0.18028,61,-1.1295
ENSG00000117362,APH1A,48,1.37715,15,-0.7190,23,-0.0169,26,0.15073,17,-0.9272
ENSG00000266472,MRPS21,81,-1.8480,168,-0.6478,116,-1.2084,229,-0.1710,356,1.39059
ENSG00000117360,PRPF3,34,1.06044,23,0.22615,18,-0.1173,18,-0.1492,15,-0.7793
ENSG00000163125,RPRD2,37,0.17703,49,0.62910,60,0.97980,24,-0.4703,26,-0.6507
ENSG00000143374,TARS2,20,0.01662,16,-0.3167,26,0.48738,10,-0.9406,20,0.14163
ENSG00000143369,ECM1,3,-2.4806,8,-1.1100,4,-2.0260,6,-1.5544,26,2.36238
ENSG00000143384,MCL1,29,0.73485,19,0.02714,17,-0.2070,25,0.41012,15,-0.6078
ENSG00000143420,ENSA,127,-1.5121,303,-0.0832,270,-0.2681,233,-0.4946,410,0.94928
ENSG00000143418,CERS2,128,3.11793,4,-3.1620,12,-1.5758,17,-1.0883,16,-1.8252
ENSG00000197622,CDC42SE1,30,0.57317,4,-2.3472,16,-0.5164,31,0.54648,22,-0.0347
ENSG00000213190,MLLT11,77,-2.5109,225,-0.7990,275,-0.4967,264,-0.5554,539,1.54817
ENSG00000143458,GABPB2,69,2.95472,16,-0.3324,15,-0.4084,24,0.30857,4,-3.2295
ENSG00000163156,SCNM1,27,-0.3430,32,-0.0514,21,-0.7423,36,0.12500,37,0.37130
ENSG00000163159,VPS72,23,-0.4266,14,-1.1717,17,-0.7972,49,0.80484,33,0.39746
ENSG00000159352,PSMD4,112,-0.9479,147,-0.4552,126,-0.6914,145,-0.4788,254,0.98320
ENSG00000143393,PI4KB,40,0.03152,8,-2.2658,56,0.56407,43,0.13779,41,0.12372
ENSG00000143416,SELENBP1,10,-1.4675,28,0.20175,8,-1.6325,72,1.81814,24,-0.0866
ENSG00000159377,PSMB4,118,-0.9690,94,-1.2461,111,-0.9872,213,0.01210,278,1.08507
ENSG00000143442,POGZ,101,1.72103,38,-0.1829,62,0.58592,46,0.10613,21,-1.7088
ENSG00000143376,SNX27,58,0.20009,47,-0.1684,48,-0.1168,59,0.19494,50,-0.1025
ENSG00000159409,CELF3,1,-4.7771,55,0.66791,51,0.53086,37,0.01792,42,0.54631
ENSG00000143436,MRPL9,18,-1.2653,20,-0.9854,26,-0.5906,20,-1.0010,54,1.37979
ENSG00000159445,THEM4,29,1.24439,10,-0.5714,15,-0.0196,13,-0.2432,11,-0.7029
ENSG00000197747,S100A10,16,-1.6893,24,-1.0159,19,-1.3536,157,2.10179,47,0.02898
ENSG00000163191,S100A11,42,1.38697,9,-1.2881,2,-3.4485,87,2.59500,8,-2.1972
ENSG00000197956,S100A6,112,-1.6399,191,-0.7404,141,-1.2014,645,1.23183,364,0.59908
ENSG00000188643,S100A16,24,-0.8746,69,0.84599,17,-1.3217,112,1.70144,34,-0.5195
ENSG00000189171,S100A13,191,-0.4713,411,0.80357,148,-0.8174,485,1.08561,223,-0.3526
ENSG00000160678,S100A1,176,0.05677,226,0.45494,74,-1.2757,316,1.01875,151,-0.3579
ENSG00000160679,CHTOP,50,0.27854,20,-1.1915,42,-0.0246,30,-0.5658,47,0.27966
